trip_miles,trip_seconds,fare,company,payment_type,tip_rate
2.0,780,9.5,Taxi Affiliation Services,Credit Card,21.0
1.3,507,7.25,City Service,Credit Card,55.2
1.8,702,9.0,Sun Taxi,Credit Card,22.2
2.0,780,9.75,"Taxicab Insurance Agency, LLC",Credit Card,21.0
2.0,780,9.5,Taxi Affiliation Services,Cash,0.0
1.2,468,7.0,Flash Cab,Credit Card,42.9
2.0,780,9.75,U Taxicab,Credit Card,21.0
2.4,936,11.25,Flash Cab,Prcard,0.0
2.0,780,9.5,Choice Taxi Association,Credit Card,21.1
2.0,780,10.0,Blue Ribbon Taxi Association Inc.,Credit Card,26.0
2.0,780,9.75,Taxi Affiliation Services,Credit Card,20.5
1.3,507,9.0,City Service,Mobile,22.9
0.6,234,4.75,Chicago Independents,Cash,0.0
2.0,780,9.75,"Taxicab Insurance Agency, LLC",Credit Card,20.9
2.0,780,9.25,Taxi Affiliation Services,Credit Card,54.1
1.0,390,6.5,Chicago Independents,Credit Card,30.8
1.5,585,8.0,Flash Cab,Credit Card,37.5
2.0,780,9.5,Taxi Affiliation Services,Credit Card,40.0
2.0,780,9.75,Taxi Affiliation Services,Credit Card,0.0
1.1,429,6.5,Star North Taxi Management Llc,Credit Card,15.4
1.1,429,6.5,Taxicab Insurance Agency Llc,Credit Card,15.4
1.29,503,9.0,Sun Taxi,Mobile,11.6
1.87,729,9.5,Sun Taxi,Cash,0.0
1.77,690,8.75,Flash Cab,Cash,0.0
1.86,725,9.52,Sun Taxi,Mobile,23.0
2.15,838,10.25,Flash Cab,Cash,0.0
1.27,495,7.25,Medallion Leasin,Cash,0.0
1.17,456,7.0,Flash Cab,Cash,0.0
1.56,608,8.0,City Service,Credit Card,25.0
0.68,265,5.25,Sun Taxi,Mobile,21.9
18.23,7104,64.5,Star North Taxi Management Llc,Cash,0.0
1.55,604,8.0,Sun Taxi,Cash,0.0
1.55,604,9.0,Sun Taxi,Mobile,23.0
1.83,713,9.25,Sun Taxi,Credit Card,27.0
1.24,483,7.25,Flash Cab,Credit Card,41.4
1.24,483,7.0,Sun Taxi,Cash,0.0
7.39,2878,29.5,Flash Cab,Prcard,0.0
1.7,662,8.5,Flash Cab,Cash,0.0
1.51,588,7.75,Flash Cab,Cash,0.0
1.88,732,9.25,Medallion Leasin,Credit Card,21.6
0.84,327,5.75,Sun Taxi,Credit Card,52.2
6.05,2355,23.75,Flash Cab,Prcard,0.0
1.21,471,9.0,Sun Taxi,Mobile,23.0
2.79,1086,12.0,City Service,Cash,0.0
3.7,1440,15.0,Taxi Affiliation Services,Credit Card,20.7
3.7,1440,15.25,Taxi Affiliation Services,Unknown,0.0
3.7,1440,15.75,Taxi Affiliation Services,Unknown,0.0
1.66,646,8.75,Blue Ribbon Taxi Association,Credit Card,22.9
0.92,358,5.75,Chicago Independents,Cash,0.0
1.47,572,8.0,Globe Taxi,Cash,0.0
0.55,214,4.75,Sun Taxi,Cash,0.0
1.1,428,6.75,24 Seven Taxi,Mobile,44.4
1.37,533,7.5,Flash Cab,Credit Card,26.7
0.82,319,5.5,Flash Cab,Credit Card,46.2
2.08,809,10.0,Sun Taxi,Cash,0.0
0.9,350,6.0,Medallion Leasin,Cash,0.0
1.16,451,6.75,Blue Ribbon Taxi Association,Credit Card,29.6
2.67,1038,11.5,Taxicab Insurance Agency Llc,Credit Card,17.4
1.69,657,8.75,City Service,Cash,0.0
0.71,276,5.5,Sun Taxi,Credit Card,36.4
1.42,552,7.5,Taxicab Insurance Agency Llc,Credit Card,26.7
2.21,859,10.19,24 Seven Taxi,Mobile,23.0
2.56,995,11.71,24 Seven Taxi,Mobile,17.3
1.41,548,7.75,Globe Taxi,Credit Card,38.7
8.8,3420,51.0,"Taxicab Insurance Agency, LLC",Credit Card,18.2
0.79,307,5.0,City Service,Credit Card,20.0
1.93,750,9.5,Flash Cab,Cash,0.0
1.4,544,7.75,Globe Taxi,Credit Card,25.8
0.87,338,5.75,Sun Taxi,Credit Card,29.6
0.52,202,4.75,Medallion Leasin,Cash,0.0
0.52,202,4.75,Flash Cab,Credit Card,63.2
1.04,404,6.5,Sun Taxi,Cash,0.0
0.69,268,5.25,Blue Ribbon Taxi Association,Credit Card,80.0
2.5,971,11.25,Sun Taxi,Credit Card,26.7
1.98,769,9.63,Taxicab Insurance Agency Llc,Mobile,5.7
1.37,532,7.25,City Service,Cash,0.0
1.71,664,8.75,Flash Cab,Credit Card,22.9
1.7,660,8.75,Top Cab Affiliation,Credit Card,34.3
1.7,660,8.75,Taxi Affiliation Services,Credit Card,45.7
1.7,660,8.5,Choice Taxi Association,Cash,0.0
1.7,660,8.5,Blue Ribbon Taxi Association Inc.,Cash,0.0
1.7,660,8.5,Taxi Affiliation Services,Cash,0.0
1.7,660,8.5,Choice Taxi Association,Cash,0.0
1.7,660,9.0,Top Cab Affiliation,Cash,0.0
1.7,660,8.75,"Taxicab Insurance Agency, LLC",Cash,0.0
1.7,660,8.75,Taxi Affiliation Services,Cash,0.0
1.7,660,8.75,Top Cab Affiliation,Cash,0.0
1.7,660,8.25,Taxi Affiliation Services,Cash,0.0
1.7,660,8.5,Taxi Affiliation Services,Cash,0.0
1.7,660,8.5,Taxi Affiliation Services,Cash,0.0
1.7,660,8.75,Top Cab Affiliation,Credit Card,20.0
1.61,625,8.5,Star North Taxi Management Llc,Cash,0.0
1.27,493,9.0,City Service,Mobile,22.9
1.1,427,6.75,Flash Cab,Cash,0.0
1.52,590,9.0,Sun Taxi,Mobile,22.9
1.35,524,9.0,Sun Taxi,Mobile,13.8
6.74,2616,27.25,Flash Cab,Prcard,0.0
1.01,392,6.25,Sun Taxi,Cash,0.0
3.28,1273,14.32,Medallion Leasin,Mobile,14.0
1.85,718,9.0,City Service,Cash,0.0
1.68,652,8.75,Medallion Leasin,Cash,0.0
1.09,423,6.75,Flash Cab,Cash,0.0
6.36,2468,25.0,Flash Cab,Prcard,0.0
0.75,291,5.5,Sun Taxi,Cash,0.0
0.5,194,4.75,Flash Cab,Credit Card,10.5
1.08,419,6.75,Globe Taxi,Credit Card,29.6
2.22,861,10.25,City Service,Cash,0.0
1.23,477,7.0,Medallion Leasin,Cash,0.0
1.8,698,8.75,Chicago Independents,Mobile,21.1
2.29,888,10.75,Flash Cab,Credit Card,9.3
0.73,283,5.25,Flash Cab,Credit Card,64.0
0.81,314,5.5,Flash Cab,Prcard,0.0
0.72,279,5.25,24 Seven Taxi,Cash,0.0
6.22,2410,23.25,Flash Cab,Prcard,0.0
0.79,306,5.75,Medallion Leasin,Cash,0.0
1.1,426,6.5,Taxicab Insurance Agency Llc,Cash,0.0
1.02,395,6.25,Flash Cab,Cash,0.0
0.94,364,6.25,Flash Cab,Cash,0.0
0.94,364,6.25,Flash Cab,Credit Card,48.0
1.41,546,7.75,City Service,Credit Card,38.7
3.89,1506,17.25,City Service,Cash,0.0
0.7,271,5.5,Star North Taxi Management Llc,Credit Card,9.1
0.7,271,5.0,City Service,Cash,0.0
1.63,631,8.5,Flash Cab,Prcard,0.0
3.1,1200,14.0,Top Cab Affiliation,Cash,0.0
0.93,360,6.0,Blue Ribbon Taxi Association,Cash,0.0
0.62,240,5.0,Flash Cab,Cash,0.0
0.93,360,6.0,Chicago Independents,Credit Card,16.7
2.4,929,10.75,Medallion Leasin,Cash,0.0
2.08,805,10.0,Chicago Independents,Cash,0.0
1.22,472,6.75,Sun Taxi,Credit Card,29.6
2.21,855,10.5,Flash Cab,Credit Card,28.6
1.6,619,8.25,Sun Taxi,Cash,0.0
5.7,2205,24.25,Flash Cab,Prcard,0.0
0.76,294,5.5,Taxicab Insurance Agency Llc,Cash,0.0
1.82,704,9.0,Taxicab Insurance Agency Llc,Cash,0.0
0.91,352,6.0,Flash Cab,Cash,0.0
1.06,410,6.25,Blue Ribbon Taxi Association,Credit Card,12.2
0.6,232,9.0,City Service,Mobile,22.9
1.2,464,9.78,City Service,Mobile,23.0
2.09,808,9.25,Blue Ribbon Taxi Association,Cash,0.0
1.64,634,8.25,Flash Cab,Cash,0.0
0.82,317,9.0,Blue Ribbon Taxi Association,Mobile,23.0
2.31,893,10.5,Flash Cab,Cash,0.0
3.8,1469,15.0,Blue Ribbon Taxi Association,Credit Card,0.0
1.34,518,7.5,Flash Cab,Credit Card,0.0
3.72,1438,15.25,Sun Taxi,Credit Card,20.7
1.26,487,9.0,City Service,Mobile,23.0
1.63,630,8.5,Flash Cab,Cash,0.0
4.66,1801,15.82,Globe Taxi,Mobile,19.0
1.1,425,6.5,Chicago Independents,Credit Card,30.8
1.17,452,7.0,Chicago Independents,Credit Card,25.0
0.95,367,6.25,24 Seven Taxi,Mobile,21.6
2.85,1101,12.25,Star North Taxi Management Llc,Credit Card,26.0
1.68,649,8.5,Flash Cab,Cash,0.0
8.54,3299,23.25,Flash Cab,Cash,0.0
1.24,479,7.0,City Service,Credit Card,14.3
1.82,703,9.25,Flash Cab,Credit Card,21.6
1.09,421,6.5,Medallion Leasin,Cash,0.0
1.96,757,9.5,Chicago Independents,Credit Card,21.1
1.45,560,7.5,Flash Cab,Cash,0.0
0.65,251,5.25,City Service,Credit Card,38.1
1.3,502,7.25,Chicago Independents,Credit Card,41.4
0.65,251,5.0,Flash Cab,Cash,0.0
2.09,807,10.0,Flash Cab,Cash,0.0
1.08,417,6.5,Flash Cab,Cash,0.0
1.8,695,8.75,Chicago Independents,Cash,0.0
2.8,1081,12.25,City Service,Cash,0.0
0.86,332,5.75,Flash Cab,Credit Card,59.3
0.86,332,6.0,Sun Taxi,Cash,0.0
0.93,359,6.0,Sun Taxi,Cash,0.0
1.43,552,8.0,Blue Ribbon Taxi Association,Cash,0.0
0.57,220,4.75,Flash Cab,Prcard,0.0
1.14,440,6.75,Sun Taxi,Mobile,74.1
1.85,714,9.25,Flash Cab,Cash,0.0
0.64,247,5.25,City Service,Credit Card,38.1
0.99,382,6.25,Flash Cab,Prcard,0.0
2.05,791,9.5,Flash Cab,Cash,0.0
3.18,1227,13.75,Flash Cab,Prcard,0.0
1.2,463,7.0,Flash Cab,Cash,0.0
1.62,625,8.25,Taxicab Insurance Agency Llc,Credit Card,32.4
2.46,949,10.67,Star North Taxi Management Llc,Mobile,23.0
3.57,1377,14.0,Sun Taxi,Cash,0.0
0.63,243,5.0,Sun Taxi,Cash,0.0
1.4,540,7.5,Choice Taxi Association,Cash,0.0
1.4,540,7.75,U Taxicab,Credit Card,1.0
1.4,540,8.0,Taxi Affiliation Services,Credit Card,12.5
1.4,540,7.75,Taxi Affiliation Services,Credit Card,25.8
1.4,540,7.75,Taxi Affiliation Services,Cash,0.0
1.4,540,7.5,Taxi Affiliation Services,Unknown,0.0
1.4,540,7.75,Top Cab Affiliation,Cash,0.0
1.4,540,7.5,Chicago Independents,Cash,0.0
1.4,540,8.25,Globe Taxi,Cash,0.0
1.4,540,7.75,Taxi Affiliation Services,Cash,0.0
1.4,540,8.0,Taxi Affiliation Services,Credit Card,33.3
1.4,540,7.75,Taxi Affiliation Services,Unknown,0.0
1.4,540,7.75,Globe Taxi,Credit Card,38.7
1.4,540,8.0,Taxi Affiliation Services,Cash,0.0
1.4,540,7.25,"Taxicab Insurance Agency, LLC",Credit Card,27.6
1.4,540,7.25,Taxi Affiliation Services,Cash,0.0
1.4,540,7.75,Chicago Independents,Cash,0.0
1.4,540,7.5,Globe Taxi,Cash,0.0
1.54,594,7.75,Flash Cab,Credit Card,25.8
1.61,621,8.5,Flash Cab,Cash,0.0
1.4,540,7.5,Taxi Affiliation Services,Cash,0.0
0.7,270,5.25,Blue Ribbon Taxi Association,Credit Card,32.0
1.4,540,7.5,U Taxicab,Cash,0.0
1.4,540,7.75,Globe Taxi,Credit Card,25.8
1.4,540,7.75,Taxi Affiliation Services,Credit Card,12.9
3.97,1531,15.25,Flash Cab,Cash,0.0
1.6,617,8.25,City Service,Cash,0.0
0.76,293,5.75,City Service,Cash,0.0
0.96,370,6.0,Flash Cab,Cash,0.0
0.82,316,5.75,Medallion Leasin,Credit Card,34.8
1.84,709,8.5,Flash Cab,Prcard,0.0
0.68,262,5.25,24 Seven Taxi,Credit Card,57.1
2.1,809,10.0,Chicago Independents,Cash,0.0
1.76,678,8.75,Chicago Independents,Credit Card,22.9
0.88,339,6.0,Flash Cab,Cash,0.0
0.88,339,11.0,Blue Ribbon Taxi Association,Mobile,11.7
1.42,547,9.0,Sun Taxi,Mobile,23.0
2.02,778,10.0,Taxicab Insurance Agency Llc,Cash,0.0
1.01,389,6.25,Sun Taxi,Credit Card,48.0
1.34,516,7.5,Flash Cab,Mobile,21.3
1.07,412,6.5,24 Seven Taxi,Cash,0.0
3.34,1286,13.75,Flash Cab,Cash,0.0
0.8,308,5.75,Star North Taxi Management Llc,Cash,0.0
0.53,204,4.75,Chicago Independents,Cash,0.0
0.79,304,5.75,Patriot Taxi Dba Peace Taxi Associat,Mobile,15.0
9.2,3540,33.5,Taxi Affiliation Services,Unknown,0.0
0.92,354,6.0,Chicago Independents,Cash,0.0
1.51,581,9.0,Chicago Independents,Mobile,23.0
3.61,1389,14.0,Sun Taxi,Mobile,23.0
1.77,681,9.25,Blue Ribbon Taxi Association,Cash,0.0
0.59,227,5.0,City Service,Cash,0.0
0.98,377,6.5,Sun Taxi,Cash,0.0
1.24,477,7.25,Sun Taxi,Cash,0.0
1.5,577,9.0,Chicago Independents,Cash,0.0
1.04,400,6.5,Flash Cab,Cash,0.0
1.62,623,8.25,Sun Taxi,Cash,0.0
1.36,523,7.5,City Service,Cash,0.0
1.87,719,8.75,Flash Cab,Prcard,0.0
0.9,346,6.0,Chicago Independents,Credit Card,50.0
1.6,615,8.0,Star North Taxi Management Llc,Credit Card,25.0
0.64,246,5.0,Taxicab Insurance Agency Llc,Credit Card,33.3
1.28,492,9.0,Chicago Independents,Mobile,23.0
1.28,492,7.25,Medallion Leasin,Credit Card,27.6
7.55,2902,30.5,Flash Cab,Prcard,0.0
2.17,834,10.0,Blue Ribbon Taxi Association,Credit Card,20.0
1.4,538,7.25,Chicago Independents,Cash,0.0
2.41,926,10.19,Taxicab Insurance Agency Llc,Mobile,23.0
0.57,219,4.75,Medallion Leasin,Credit Card,0.0
1.14,438,6.75,Flash Cab,Credit Card,44.4
0.95,365,6.0,Flash Cab,Cash,0.0
3.86,1483,14.7,Blue Ribbon Taxi Association,Mobile,17.3
0.82,315,5.75,City Service,Credit Card,34.8
2.58,991,10.43,City Service,Mobile,23.0
2.07,795,10.0,Sun Taxi,Credit Card,20.0
1.69,649,9.0,Star North Taxi Management Llc,Mobile,22.9
0.5,192,4.5,Chicago Independents,Cash,0.0
2.5,960,10.75,Taxi Affiliation Services,Unknown,0.0
2.5,960,11.0,Chicago Independents,Cash,0.0
0.5,192,4.75,Sun Taxi,Cash,0.0
0.81,311,5.75,Chicago Independents,Credit Card,34.8
0.87,334,5.75,Flash Cab,Credit Card,44.4
0.93,357,6.0,Globe Taxi,Credit Card,33.3
1.3,499,9.0,Sun Taxi,Mobile,11.6
0.99,380,6.25,Medallion Leasin,Cash,0.0
4.94,1896,16.45,City Service,Mobile,6.1
1.85,710,9.25,City Service,Credit Card,21.6
2.46,944,10.75,Flash Cab,Cash,0.0
7.31,2805,29.5,Medallion Leasin,Prcard,0.0
1.84,706,9.0,Medallion Leasin,Cash,0.0
1.71,656,8.5,Flash Cab,Credit Card,35.3
1.89,725,9.5,Flash Cab,Cash,0.0
1.34,514,9.0,City Service,Mobile,23.0
2.68,1028,11.22,Sun Taxi,Mobile,0.0
1.27,487,7.25,Taxicab Insurance Agency Llc,Credit Card,27.6
1.39,533,9.0,Sun Taxi,Mobile,23.0
1.63,625,8.5,24 Seven Taxi,Credit Card,35.3
2.65,1016,11.75,Medallion Leasin,Cash,0.0
3.6,1380,17.25,"Taxicab Insurance Agency, LLC",Credit Card,20.5
0.96,368,6.25,Sun Taxi,Credit Card,32.0
1.44,552,9.0,Blue Ribbon Taxi Association,Mobile,11.6
0.6,230,4.75,Globe Taxi,Credit Card,63.2
1.44,552,8.0,Taxicab Insurance Agency Llc,Cash,0.0
2.87,1100,12.5,Taxicab Insurance Agency Llc,Cash,0.0
1.61,617,8.5,City Service,Credit Card,23.5
1.55,594,8.0,Flash Cab,Mobile,15.0
1.49,571,8.0,Taxicab Insurance Agency Llc,Cash,0.0
1.49,571,9.0,24 Seven Taxi,Mobile,22.9
2.5,958,11.25,Sun Taxi,Cash,0.0
1.19,456,7.0,Flash Cab,Prcard,0.0
1.19,456,7.0,Sun Taxi,Cash,0.0
1.9,728,9.5,Medallion Leasin,Cash,0.0
1.72,659,8.5,Flash Cab,Credit Card,35.3
1.54,590,8.0,Blue Ribbon Taxi Association,Cash,0.0
0.71,272,5.25,Blue Ribbon Taxi Association,Credit Card,57.1
1.42,544,7.75,Taxicab Insurance Agency Llc,Cash,0.0
1.18,452,9.0,Sun Taxi,Mobile,11.6
0.53,203,4.75,Flash Cab,Cash,0.0
1.0,383,6.25,Flash Cab,Cash,0.0
1.47,563,9.0,Sun Taxi,Mobile,11.6
4.81,1842,14.87,City Service,Mobile,0.0
2.17,831,9.09,City Service,Mobile,5.7
1.58,605,8.0,Medallion Leasin,Cash,0.0
1.93,739,9.0,Flash Cab,Mobile,11.6
1.87,716,9.25,Blue Ribbon Taxi Association,Credit Card,21.6
4.09,1566,14.13,Globe Taxi,Mobile,23.0
0.7,268,5.25,City Service,Prcard,0.0
1.75,670,8.5,Flash Cab,Cash,0.0
0.7,268,5.25,Chicago Independents,Credit Card,57.1
1.28,490,7.25,Medallion Leasin,Credit Card,27.6
4.01,1535,16.25,Flash Cab,Prcard,0.0
1.27,486,7.25,Flash Cab,Credit Card,27.6
1.5,574,8.0,Medallion Leasin,Cash,0.0
8.82,3375,33.25,Medallion Leasin,Credit Card,25.4
2.13,815,9.57,City Service,Mobile,23.0
1.95,746,9.75,Sun Taxi,Credit Card,19.5
9.1,3480,30.75,Taxi Affiliation Services,Unknown,0.0
1.99,761,9.0,Blue Ribbon Taxi Association,Mobile,34.6
1.59,608,9.0,Globe Taxi,Mobile,23.0
2.1,803,9.75,Chicago Taxicab,Cash,0.0
10.2,3900,36.25,Choice Taxi Association,Credit Card,20.3
1.3,497,7.0,Chicago Independents,Cash,0.0
2.71,1036,11.0,Medallion Leasin,Prcard,0.0
0.62,237,5.0,Sun Taxi,Credit Card,60.0
1.24,474,7.0,Blue Ribbon Taxi Association,Credit Card,57.1
1.35,516,7.5,City Service,Mobile,26.7
0.73,279,5.25,Flash Cab,Cash,0.0
1.29,493,9.0,Chicago Independents,Mobile,11.6
1.79,684,8.75,Flash Cab,Credit Card,22.9
1.9,726,9.25,Chicago Independents,Credit Card,43.2
0.89,340,6.0,Sun Taxi,Credit Card,33.3
0.5,191,4.5,Chicago Independents,Credit Card,33.3
0.5,191,4.75,City Service,Credit Card,84.2
1.72,657,9.0,Taxicab Insurance Agency Llc,Mobile,23.0
1.83,699,9.0,Blue Ribbon Taxi Association,Mobile,21.1
0.83,317,6.0,Flash Cab,Cash,0.0
1.16,443,6.75,Blue Ribbon Taxi Association,Prcard,0.0
1.49,569,9.0,Sun Taxi,Mobile,23.0
2.2,840,10.25,Choice Taxi Association,Credit Card,31.2
1.1,420,6.5,"Taxicab Insurance Agency, LLC",Credit Card,30.8
1.1,420,6.75,Taxi Affiliation Services,Cash,0.0
1.1,420,6.75,"Taxicab Insurance Agency, LLC",Cash,0.0
2.2,840,9.75,Taxi Affiliation Services,Cash,0.0
1.1,420,6.5,Choice Taxi Association,Credit Card,37.5
1.1,420,6.25,Taxi Affiliation Services,Credit Card,32.0
4.4,1680,18.5,Top Cab Affiliation,Cash,0.0
1.1,420,6.75,Taxi Affiliation Services,Credit Card,15.0
1.1,420,6.75,Taxi Affiliation Services,Cash,0.0
1.1,420,6.5,"Taxicab Insurance Agency, LLC",Credit Card,30.8
1.1,420,6.5,"Taxicab Insurance Agency, LLC",Credit Card,30.8
1.1,420,6.5,Chicago Independents,Cash,0.0
1.1,420,6.5,Taxi Affiliation Services,Credit Card,30.8
1.1,420,6.75,Taxi Affiliation Services,Cash,0.0
1.1,420,6.5,Top Cab Affiliation,Cash,0.0
1.1,420,6.5,Taxi Affiliation Services,Credit Card,30.8
1.1,420,6.75,Taxi Affiliation Services,Credit Card,29.6
1.1,420,6.75,Taxi Affiliation Services,Cash,0.0
1.1,420,6.75,"Taxicab Insurance Agency, LLC",Credit Card,44.4
1.1,420,6.5,Choice Taxi Association,Credit Card,23.1
1.1,420,6.75,Globe Taxi,Cash,0.0
1.1,420,6.75,Taxi Affiliation Services,Credit Card,44.4
2.2,840,10.25,Top Cab Affiliation,Cash,0.0
1.1,420,6.75,KOAM Taxi Association,Credit Card,20.9
3.3,1260,13.0,Taxi Affiliation Services,Cash,0.0
1.1,420,6.5,Taxi Affiliation Services,Cash,0.0
1.1,420,6.75,Globe Taxi,Credit Card,29.6
1.1,420,7.25,Taxi Affiliation Services,Cash,0.0
1.1,420,6.5,Top Cab Affiliation,Cash,0.0
1.1,420,6.5,Taxi Affiliation Services,Unknown,0.0
1.1,420,6.75,Blue Ribbon Taxi Association Inc.,Cash,0.0
1.1,420,6.75,Taxi Affiliation Services,Cash,0.0
1.1,420,6.75,U Taxicab,Credit Card,29.6
1.1,420,6.75,Top Cab Affiliation,Cash,0.0
1.1,420,6.75,Top Cab Affiliation,Cash,0.0
2.2,840,10.25,Taxi Affiliation Services,Credit Card,29.3
1.1,420,6.75,Taxi Affiliation Services,Cash,0.0
1.1,420,6.5,Taxi Affiliation Services,Credit Card,46.2
1.1,420,6.5,Choice Taxi Association,Credit Card,20.0
1.1,420,6.75,Top Cab Affiliation,Credit Card,29.6
1.1,420,6.75,Taxi Affiliation Services,Cash,0.0
1.1,420,6.5,Taxi Affiliation Services,Credit Card,20.0
1.1,420,6.5,Taxi Affiliation Services,Cash,0.0
1.1,420,6.75,Taxi Affiliation Services,Credit Card,44.4
1.1,420,6.5,Top Cab Affiliation,Credit Card,66.7
1.1,420,6.5,Choice Taxi Association,Cash,0.0
1.1,420,6.5,Taxi Affiliation Services,Cash,0.0
2.2,840,9.5,Taxi Affiliation Services,Cash,0.0
1.1,420,6.5,Taxi Affiliation Services,Credit Card,76.9
1.1,420,6.75,Taxi Affiliation Services,Credit Card,51.6
1.1,420,6.75,Globe Taxi,Credit Card,29.6
1.1,420,6.5,U Taxicab,Cash,0.0
1.1,420,6.25,"Taxicab Insurance Agency, LLC",Cash,0.0
1.1,420,6.5,4787 - 56058 Reny Cab Co,Credit Card,30.8
1.1,420,6.75,"Taxicab Insurance Agency, LLC",Credit Card,29.6
1.1,420,6.0,Taxi Affiliation Services,Cash,0.0
1.1,420,6.5,Chicago Independents,Credit Card,26.7
2.2,840,10.0,Top Cab Affiliation,Credit Card,21.0
1.1,420,6.5,"Taxicab Insurance Agency, LLC",Credit Card,46.2
1.1,420,6.5,"Taxicab Insurance Agency, LLC",Cash,0.0
1.1,420,6.25,Taxi Affiliation Services,Credit Card,48.0
1.1,420,6.5,Taxi Affiliation Services,Credit Card,26.7
1.1,420,7.0,Taxi Affiliation Services,Credit Card,42.9
1.1,420,6.0,"Taxicab Insurance Agency, LLC",Credit Card,33.3
1.1,420,6.75,Taxi Affiliation Services,Credit Card,29.6
1.1,420,6.75,Taxi Affiliation Services,Credit Card,0.0
1.1,420,6.5,Taxi Affiliation Services,Credit Card,30.8
1.04,397,6.25,Flash Cab,Cash,0.0
0.82,313,5.75,Chicago Independents,Cash,0.0
1.53,584,9.0,Sun Taxi,Mobile,11.6
1.8,687,9.0,Flash Cab,Credit Card,0.0
2.4,916,10.75,Sun Taxi,Cash,0.0
2.07,790,9.75,Chicago Independents,Mobile,21.0
1.36,519,7.5,Flash Cab,Credit Card,26.7
0.76,290,5.5,Globe Taxi,Cash,0.0
8.63,3293,32.0,Flash Cab,Prcard,0.0
8.3,3167,29.5,Flash Cab,Prcard,0.0
2.82,1076,11.46,Star North Taxi Management Llc,Mobile,34.9
0.92,351,6.0,Chicago Independents,Credit Card,33.3
1.19,454,7.0,Chicago Independents,Credit Card,28.6
0.97,370,6.25,24 Seven Taxi,Credit Card,32.0
0.7,267,5.25,Flash Cab,Cash,0.0
0.75,286,5.5,Flash Cab,Credit Card,54.5
1.07,408,6.5,Flash Cab,Cash,0.0
1.01,385,6.5,Medallion Leasin,Credit Card,40.0
2.23,850,9.97,Medallion Leasin,Mobile,23.0
1.38,526,9.0,Star North Taxi Management Llc,Mobile,22.9
1.27,484,7.5,Flash Cab,Credit Card,13.3
12.13,4622,48.25,Flash Cab,Cash,0.0
1.74,663,9.0,City Service,Mobile,21.1
0.58,221,4.75,Flash Cab,Cash,0.0
0.79,301,5.5,Flash Cab,Cash,0.0
1.42,541,7.75,Flash Cab,Cash,0.0
0.84,320,5.75,City Service,Credit Card,34.8
1.1,419,6.75,Flash Cab,Credit Card,44.4
0.94,358,6.0,Flash Cab,Credit Card,33.3
5.2,1980,20.25,Taxi Affiliation Services,Credit Card,14.8
0.83,316,9.0,City Service,Mobile,23.0
0.83,316,5.75,Star North Taxi Management Llc,Cash,0.0
1.76,670,9.0,Blue Ribbon Taxi Association,Credit Card,33.3
0.62,236,5.25,Sun Taxi,Cash,0.0
1.24,472,7.25,Sun Taxi,Cash,0.0
1.24,472,9.0,Sun Taxi,Mobile,17.2
0.62,236,5.0,Flash Cab,Prcard,0.0
3.92,1492,15.48,Sun Taxi,Mobile,23.0
1.96,746,9.25,Blue Ribbon Taxi Association,Mobile,36.9
7.63,2904,28.0,Flash Cab,Prcard,0.0
1.7,647,8.5,Taxicab Insurance Agency Llc,Cash,0.0
3.5,1332,14.5,Chicago Independents,Mobile,0.0
2.31,879,10.46,Blue Ribbon Taxi Association,Mobile,23.0
1.18,449,7.0,24 Seven Taxi,Credit Card,25.0
0.97,369,6.25,Globe Taxi,Cash,0.0
1.02,388,5.75,City Service,Cash,0.0
0.56,213,4.75,Sun Taxi,Cash,0.0
0.61,232,9.0,Taxicab Insurance Agency Llc,Mobile,23.0
1.88,715,9.0,Star North Taxi Management Llc,Credit Card,22.2
0.66,251,5.25,Flash Cab,Cash,0.0
1.42,540,7.25,Taxicab Insurance Agency Llc,Cash,0.0
6.44,2449,25.25,Flash Cab,Prcard,0.0
5.78,2198,21.75,Flash Cab,Prcard,0.0
0.76,289,5.5,Medallion Leasin,Cash,0.0
2.43,924,11.25,Flash Cab,Credit Card,26.7
0.96,365,6.25,Sun Taxi,Credit Card,64.0
1.01,384,9.0,Koam Taxi Association,Mobile,23.0
0.75,285,5.5,Flash Cab,Cash,0.0
3.0,1140,13.0,Taxi Affiliation Services,Credit Card,25.8
0.65,247,5.25,Taxicab Insurance Agency Llc,Credit Card,76.2
8.04,3055,29.75,Flash Cab,Prcard,0.0
1.49,566,8.0,Taxicab Insurance Agency Llc,Cash,0.0
0.99,376,6.25,City Service,Credit Card,27.6
4.69,1781,17.75,Sun Taxi,Credit Card,30.8
2.02,767,9.75,Flash Cab,Credit Card,30.8
1.33,505,7.5,Flash Cab,Cash,0.0
1.72,653,9.0,City Service,Mobile,23.0
1.08,410,6.5,City Service,Cash,0.0
1.86,706,8.75,Flash Cab,Prcard,0.0
0.88,334,6.0,Sun Taxi,Credit Card,16.7
1.27,482,7.5,Patriot Taxi Dba Peace Taxi Associat,Credit Card,0.0
2.1,797,9.5,Chicago Independents,Cash,0.0
1.66,630,8.25,City Service,Cash,0.0
1.61,611,8.25,Flash Cab,Mobile,26.5
1.17,444,6.75,Flash Cab,Credit Card,29.6
1.17,444,7.0,Sun Taxi,Cash,0.0
1.17,444,7.0,Sun Taxi,Credit Card,42.9
2.29,869,9.75,Flash Cab,Prcard,0.0
6.57,2493,27.5,Flash Cab,Prcard,0.0
